alpha,beta,gamma,qid,nDCG
1.0,1.25,0.2,14.0,0.7656286275938137
1.0,1.25,0.2,15.0,0.6035354621304534
1.0,1.25,0.2,16.0,0.48535874564598597
1.0,1.25,0.2,17.0,0.7940452134939109
1.0,1.25,0.2,18.0,0.8252322909976438
1.0,1.25,0.2,19.0,0.5509596587237322
1.0,1.25,0.2,20.0,0.9461569830240312
1.0,1.25,0.2,21.0,0.6666645883518977
1.0,1.25,0.2,22.0,0.8919773186681391
1.0,1.25,0.2,23.0,0.8504124263544465
1.0,1.25,0.2,24.0,0.9407152850611126
1.0,1.25,0.2,25.0,0.6982210686445889
1.0,1.25,0.2,26.0,0.7694445800165693
1.0,1.25,0.2,27.0,0.9115949591621271
1.0,1.25,0.2,28.0,0.9178850814441247
1.0,1.25,0.2,29.0,0.8577390270267593
1.0,1.25,0.2,30.0,0.9264484205505182
1.0,1.25,0.2,31.0,0.31542964089167397
1.0,1.25,0.2,32.0,0.307204542282052
1.0,1.25,0.2,33.0,0.7712940657394174
1.0,1.25,0.2,34.0,0.4354173162956346
1.0,1.25,0.2,35.0,0.6643639245351366
1.0,1.25,0.2,36.0,0.9738891168113535
1.0,1.25,0.2,37.0,0.8248107244082398
1.0,1.25,0.2,38.0,0.9753737276599268
1.0,1.25,0.2,39.0,0.9811876353065935
1.0,1.25,0.2,40.0,0.7741939385678681
1.25,0.0,0.0,1.0,0.7580193053814283
1.25,0.0,0.0,2.0,0.7853479087670131
1.25,0.0,0.0,3.0,0.8022206726016661
1.25,0.0,0.0,4.0,0.2861563362915474
1.25,0.0,0.0,5.0,0.5968649950357722
1.25,0.0,0.0,6.0,0.9190566776382042
1.25,0.0,0.0,7.0,0.8187481415128685
1.25,0.0,0.0,8.0,0.38097179678159365
1.25,0.0,0.0,9.0,0.0
1.25,0.0,0.0,10.0,0.7460981570733123
1.25,0.0,0.0,11.0,0.5339769271452551
1.25,0.0,0.0,12.0,0.6964737939837653
1.25,0.0,0.0,13.0,0.5106153930421619
1.25,0.0,0.0,14.0,0.7505998004122226
1.25,0.0,0.0,15.0,0.5857766766996702
1.25,0.0,0.0,16.0,0.750025488910772
1.25,0.0,0.0,17.0,0.8616922496028258
1.25,0.0,0.0,18.0,0.938804165754032
1.25,0.0,0.0,19.0,0.6941964766825469
1.25,0.0,0.0,20.0,0.9594096961179573
1.25,0.0,0.0,21.0,0.808476828423383
1.25,0.0,0.0,22.0,0.7177356019087616
1.25,0.0,0.0,23.0,0.8580031460209774
1.25,0.0,0.0,24.0,0.9478615993205944
1.25,0.0,0.0,25.0,0.7811492686056666
1.25,0.0,0.0,26.0,0.8831166675690544
1.25,0.0,0.0,27.0,0.9451245164262162
1.25,0.0,0.0,28.0,0.9676661587670118
1.25,0.0,0.0,29.0,0.7917589979302313
1.25,0.0,0.0,30.0,0.9175947157086635
1.25,0.0,0.0,31.0,0.34111602847245287
1.25,0.0,0.0,32.0,0.6939405624207662
1.25,0.0,0.0,33.0,0.7639782313281701
1.25,0.0,0.0,34.0,0.4019478897764649
1.25,0.0,0.0,35.0,0.7175680401007659
1.25,0.0,0.0,36.0,0.9614920168610935
1.25,0.0,0.0,37.0,0.7619261644053233
1.25,0.0,0.0,38.0,0.9273066179905303
1.25,0.0,0.0,39.0,0.9538941249679274
1.25,0.0,0.0,40.0,0.8669747068555468
1.25,0.0,0.05,1.0,0.7580193053814283
1.25,0.0,0.05,2.0,0.7853479087670131
1.25,0.0,0.05,3.0,0.8022380416899422
1.25,0.0,0.05,4.0,0.2861563362915474
1.25,0.0,0.05,5.0,0.5969997775972987
1.25,0.0,0.05,6.0,0.9189586353436806
1.25,0.0,0.05,7.0,0.8187481415128685
1.25,0.0,0.05,8.0,0.38097179678159365
1.25,0.0,0.05,9.0,0.0
1.25,0.0,0.05,10.0,0.7460981570733123
1.25,0.0,0.05,11.0,0.5339769271452551
1.25,0.0,0.05,12.0,0.6964737939837653
1.25,0.0,0.05,13.0,0.5106153930421619
1.25,0.0,0.05,14.0,0.7505998004122226
1.25,0.0,0.05,15.0,0.5857766766996702
1.25,0.0,0.05,16.0,0.750025488910772
1.25,0.0,0.05,17.0,0.8616626118724316
1.25,0.0,0.05,18.0,0.9392172295805351
1.25,0.0,0.05,19.0,0.6945362552665626
1.25,0.0,0.05,20.0,0.9594096961179573
1.25,0.0,0.05,21.0,0.8095800222541664
1.25,0.0,0.05,22.0,0.7177356019087616
1.25,0.0,0.05,23.0,0.8580031460209774
1.25,0.0,0.05,24.0,0.9468994218251295
1.25,0.0,0.05,25.0,0.7811492686056666
1.25,0.0,0.05,26.0,0.8831166675690544
1.25,0.0,0.05,27.0,0.9451245164262162
1.25,0.0,0.05,28.0,0.9676661587670118
1.25,0.0,0.05,29.0,0.7917589979302313
1.25,0.0,0.05,30.0,0.9178286192393006
1.25,0.0,0.05,31.0,0.34111602847245287
1.25,0.0,0.05,32.0,0.6939405624207662
1.25,0.0,0.05,33.0,0.7638867305555771
1.25,0.0,0.05,34.0,0.4019478897764649
1.25,0.0,0.05,35.0,0.7171988514525923
1.25,0.0,0.05,36.0,0.9614920168610935
1.25,0.0,0.05,37.0,0.7618970464484779
1.25,0.0,0.05,38.0,0.9272825500652427
1.25,0.0,0.05,39.0,0.9538941249679274
1.25,0.0,0.05,40.0,0.8668995026883872
1.25,0.0,0.1,1.0,0.7580193053814283
1.25,0.0,0.1,2.0,0.7853479087670131
1.25,0.0,0.1,3.0,0.8022360760976007
1.25,0.0,0.1,4.0,0.2861563362915474
1.25,0.0,0.1,5.0,0.5969997775972987
1.25,0.0,0.1,6.0,0.9189655364861655
1.25,0.0,0.1,7.0,0.8188757898719015
1.25,0.0,0.1,8.0,0.38097179678159365
1.25,0.0,0.1,9.0,0.0
1.25,0.0,0.1,10.0,0.7460981570733123
1.25,0.0,0.1,11.0,0.534147486649862
1.25,0.0,0.1,12.0,0.6965463997685966
1.25,0.0,0.1,13.0,0.5106153930421619
1.25,0.0,0.1,14.0,0.7505998004122226
1.25,0.0,0.1,15.0,0.585641377292254
1.25,0.0,0.1,16.0,0.750025488910772
1.25,0.0,0.1,17.0,0.8617008996056758
1.25,0.0,0.1,18.0,0.9390132788655163
1.25,0.0,0.1,19.0,0.6945362552665626
1.25,0.0,0.1,20.0,0.9594096961179573
1.25,0.0,0.1,21.0,0.8095800222541664
1.25,0.0,0.1,22.0,0.7177356019087616
1.25,0.0,0.1,23.0,0.8580031460209774
1.25,0.0,0.1,24.0,0.9469475412891415
1.25,0.0,0.1,25.0,0.7811492686056666
1.25,0.0,0.1,26.0,0.8831166675690544
1.25,0.0,0.1,27.0,0.9451245164262162
1.25,0.0,0.1,28.0,0.9676661587670118
1.25,0.0,0.1,29.0,0.7918952848045163
1.25,0.0,0.1,30.0,0.9179865890872316
1.25,0.0,0.1,31.0,0.34111602847245287
1.25,0.0,0.1,32.0,0.6939405624207662
1.25,0.0,0.1,33.0,0.763784173460214
1.25,0.0,0.1,34.0,0.4019478897764649
1.25,0.0,0.1,35.0,0.7171988514525923
1.25,0.0,0.1,36.0,0.9614920168610935
1.25,0.0,0.1,37.0,0.7619460262493464
1.25,0.0,0.1,38.0,0.9272639181644651
1.25,0.0,0.1,39.0,0.9538941249679274
1.25,0.0,0.1,40.0,0.8680838424161185
1.25,0.0,0.15,1.0,0.7580193053814283
1.25,0.0,0.15,2.0,0.7852318968442771
1.25,0.0,0.15,3.0,0.8022788442632993
1.25,0.0,0.15,4.0,0.2861563362915474
1.25,0.0,0.15,5.0,0.5969997775972987
1.25,0.0,0.15,6.0,0.9184418366438877
1.25,0.0,0.15,7.0,0.8188757898719015
1.25,0.0,0.15,8.0,0.38097179678159365
1.25,0.0,0.15,9.0,0.0
1.25,0.0,0.15,10.0,0.7460981570733123
1.25,0.0,0.15,11.0,0.534147486649862
1.25,0.0,0.15,12.0,0.6964470295799606
1.25,0.0,0.15,13.0,0.5106153930421619
1.25,0.0,0.15,14.0,0.7505998004122226
1.25,0.0,0.15,15.0,0.585641377292254
1.25,0.0,0.15,16.0,0.750025488910772
1.25,0.0,0.15,17.0,0.8616127289759492
1.25,0.0,0.15,18.0,0.9390132788655163
1.25,0.0,0.15,19.0,0.6946406277552345
1.25,0.0,0.15,20.0,0.9593722369478848
1.25,0.0,0.15,21.0,0.8100638228283104
1.25,0.0,0.15,22.0,0.7199460169376031
1.25,0.0,0.15,23.0,0.8580031460209774
1.25,0.0,0.15,24.0,0.9471524287371718
1.25,0.0,0.15,25.0,0.7811492686056666
1.25,0.0,0.15,26.0,0.8833050758828388
1.25,0.0,0.15,27.0,0.9452273075938257
1.25,0.0,0.15,28.0,0.9676206187880048
1.25,0.0,0.15,29.0,0.7923404143942445
1.25,0.0,0.15,30.0,0.9181496816305008
1.25,0.0,0.15,31.0,0.34111602847245287
1.25,0.0,0.15,32.0,0.5599783613971648
1.25,0.0,0.15,33.0,0.763784173460214
1.25,0.0,0.15,34.0,0.4019478897764649
1.25,0.0,0.15,35.0,0.7171988514525923
1.25,0.0,0.15,36.0,0.9614920168610935
1.25,0.0,0.15,37.0,0.7618189488595284
1.25,0.0,0.15,38.0,0.9272639181644651
1.25,0.0,0.15,39.0,0.9538941249679274
1.25,0.0,0.15,40.0,0.8680838424161185
1.25,0.0,0.2,1.0,0.757942464357121
1.25,0.0,0.2,2.0,0.7852318968442771
1.25,0.0,0.2,3.0,0.8023274508750834
1.25,0.0,0.2,4.0,0.2861563362915474
1.25,0.0,0.2,5.0,0.5969997775972987
1.25,0.0,0.2,6.0,0.9184418366438877
1.25,0.0,0.2,7.0,0.8188757898719015
1.25,0.0,0.2,8.0,0.38097179678159365
1.25,0.0,0.2,9.0,0.0
1.25,0.0,0.2,10.0,0.7460981570733123
1.25,0.0,0.2,11.0,0.534147486649862
1.25,0.0,0.2,12.0,0.6964470295799606
1.25,0.0,0.2,13.0,0.5106153930421619
1.25,0.0,0.2,14.0,0.7505998004122226
1.25,0.0,0.2,15.0,0.5892535843677361
1.25,0.0,0.2,16.0,0.750025488910772
1.25,0.0,0.2,17.0,0.8616127289759492
1.25,0.0,0.2,18.0,0.939049801786251
1.25,0.0,0.2,19.0,0.694543974763931
1.25,0.0,0.2,20.0,0.9588644343489398
1.25,0.0,0.2,21.0,0.810168869675488
1.25,0.0,0.2,22.0,0.719827562495454
1.25,0.0,0.2,23.0,0.8580510170277759
1.25,0.0,0.2,24.0,0.9471524287371718
1.25,0.0,0.2,25.0,0.7809469315392387
1.25,0.0,0.2,26.0,0.8833050758828388
1.25,0.0,0.2,27.0,0.9451593160827703
1.25,0.0,0.2,28.0,0.9676206187880048
1.25,0.0,0.2,29.0,0.7923810822397974
1.25,0.0,0.2,30.0,0.9182033267941239
1.25,0.0,0.2,31.0,0.34111602847245287
1.25,0.0,0.2,32.0,0.5599783613971648
1.25,0.0,0.2,33.0,0.7637177746903892
1.25,0.0,0.2,34.0,0.4023799058257125
1.25,0.0,0.2,35.0,0.7171988514525923
1.25,0.0,0.2,36.0,0.9614920168610935
1.25,0.0,0.2,37.0,0.7617266099599218
1.25,0.0,0.2,38.0,0.92731205401504
1.25,0.0,0.2,39.0,0.9538941249679274
1.25,0.0,0.2,40.0,0.8680838424161185
1.25,0.15,0.0,1.0,0.8436095914808627
1.25,0.15,0.0,2.0,0.5173183716205619
1.25,0.15,0.0,3.0,0.7358816617616066
1.25,0.15,0.0,4.0,0.25022735989374084
1.25,0.15,0.0,5.0,0.6464833143098242
1.25,0.15,0.0,6.0,0.9451372455314647
1.25,0.15,0.0,7.0,0.8336222261751507
1.25,0.15,0.0,8.0,0.38097179678159365
1.25,0.15,0.0,9.0,0.0
1.25,0.15,0.0,10.0,0.6953855508442698
1.25,0.15,0.0,11.0,0.5621435117623658
1.25,0.15,0.0,12.0,0.7110435286928997
1.25,0.15,0.0,13.0,0.564760945265645
1.25,0.15,0.0,14.0,0.7448560289734298
1.25,0.15,0.0,15.0,0.6085608223694405
1.25,0.15,0.0,16.0,0.5221085164095745
1.25,0.15,0.0,17.0,0.7988600695121091
1.25,0.15,0.0,18.0,0.8670251343995619
1.25,0.15,0.0,19.0,0.7218650730700894
1.25,0.15,0.0,20.0,0.9568898872981871
1.25,0.15,0.0,21.0,0.670331454408423
1.25,0.15,0.0,22.0,0.8907005664350255
1.25,0.15,0.0,23.0,0.863171646854848
1.25,0.15,0.0,24.0,0.946094728306092
1.25,0.15,0.0,25.0,0.7402759524512291
1.25,0.15,0.0,26.0,0.7729306510203495
1.25,0.15,0.0,27.0,0.9218025670510173
1.25,0.15,0.0,28.0,0.9298642122255091
1.25,0.15,0.0,29.0,0.834979403516412
1.25,0.15,0.0,30.0,0.9321922533240127
1.25,0.15,0.0,31.0,0.3192884739767985
1.25,0.15,0.0,32.0,0.3104512501372224
1.25,0.15,0.0,33.0,0.7742243512951256
1.25,0.15,0.0,34.0,0.40837760715595717
1.25,0.15,0.0,35.0,0.6706719196367602
1.25,0.15,0.0,36.0,0.9747809838965448
1.25,0.15,0.0,37.0,0.8236562244257748
1.25,0.15,0.0,38.0,0.9768548649352643
1.25,0.15,0.0,39.0,0.9822805503213085
1.25,0.15,0.0,40.0,0.7990354003533322
1.25,0.15,0.05,1.0,0.8336814775677145
1.25,0.15,0.05,2.0,0.5179028504563051
1.25,0.15,0.05,3.0,0.7570063898744073
1.25,0.15,0.05,4.0,0.25253264203280973
1.25,0.15,0.05,5.0,0.6481385941058295
1.25,0.15,0.05,6.0,0.9491407747070923
1.25,0.15,0.05,7.0,0.8410439483491035
1.25,0.15,0.05,8.0,0.38097179678159365
1.25,0.15,0.05,9.0,0.0
1.25,0.15,0.05,10.0,0.708169591297498
1.25,0.15,0.05,11.0,0.562504212792604
1.25,0.15,0.05,12.0,0.7198014216610741
1.25,0.15,0.05,13.0,0.564760945265645
1.25,0.15,0.05,14.0,0.7456303014839165
1.25,0.15,0.05,15.0,0.609175032484472
1.25,0.15,0.05,16.0,0.5204298608168391
1.25,0.15,0.05,17.0,0.800360961711343
1.25,0.15,0.05,18.0,0.8724493705219953
1.25,0.15,0.05,19.0,0.718562845713781
1.25,0.15,0.05,20.0,0.9568545978676666
1.25,0.15,0.05,21.0,0.671181346412128
1.25,0.15,0.05,22.0,0.8910187784316476
1.25,0.15,0.05,23.0,0.8708689557717236
1.25,0.15,0.05,24.0,0.9475260894576297
1.25,0.15,0.05,25.0,0.7475231035169958
1.25,0.15,0.05,26.0,0.7722749239417399
1.25,0.15,0.05,27.0,0.9282644747316494
1.25,0.15,0.05,28.0,0.9341664213446037
1.25,0.15,0.05,29.0,0.8354013796799665
1.25,0.15,0.05,30.0,0.9310409985914715
1.25,0.15,0.05,31.0,0.31925393059601126
1.25,0.15,0.05,32.0,0.3076910208732799
1.25,0.15,0.05,33.0,0.7718291158958938
1.25,0.15,0.05,34.0,0.4088827516759843
1.25,0.15,0.05,35.0,0.6703613308928612
1.25,0.15,0.05,36.0,0.9755891051494475
1.25,0.15,0.05,37.0,0.8223661662726915
1.25,0.15,0.05,38.0,0.9767290939485431
1.25,0.15,0.05,39.0,0.9824609520744274
1.25,0.15,0.05,40.0,0.7681250354721646
1.25,0.15,0.1,1.0,0.8369305968498435
1.25,0.15,0.1,2.0,0.5186379036697283
1.25,0.15,0.1,3.0,0.7590821654224551
1.25,0.15,0.1,4.0,0.2527335804056069
1.25,0.15,0.1,5.0,0.6545723975157544
1.25,0.15,0.1,6.0,0.9495538385257754
1.25,0.15,0.1,7.0,0.8442859525062965
1.25,0.15,0.1,8.0,0.38097179678159365
1.25,0.15,0.1,9.0,0.0
1.25,0.15,0.1,10.0,0.7102319373343456
1.25,0.15,0.1,11.0,0.5553037188474641
1.25,0.15,0.1,12.0,0.7284606995297919
1.25,0.15,0.1,13.0,0.5531867312992513
1.25,0.15,0.1,14.0,0.7452533619620167
1.25,0.15,0.1,15.0,0.6101084386064491
1.25,0.15,0.1,16.0,0.5199838395971884
1.25,0.15,0.1,17.0,0.8027662881989689
1.25,0.15,0.1,18.0,0.8781740659084617
1.25,0.15,0.1,19.0,0.700277718471018
1.25,0.15,0.1,20.0,0.9569583216721236
1.25,0.15,0.1,21.0,0.6743254087681098
1.25,0.15,0.1,22.0,0.8919566647386757
1.25,0.15,0.1,23.0,0.8748402556051815
1.25,0.15,0.1,24.0,0.9488039628148668
1.25,0.15,0.1,25.0,0.7470929704111506
1.25,0.15,0.1,26.0,0.7738612557734208
1.25,0.15,0.1,27.0,0.9300353977432986
1.25,0.15,0.1,28.0,0.940227835005827
1.25,0.15,0.1,29.0,0.8340231735751226
1.25,0.15,0.1,30.0,0.9287415164620995
1.25,0.15,0.1,31.0,0.31925393059601126
1.25,0.15,0.1,32.0,0.30073202937754684
1.25,0.15,0.1,33.0,0.7685792880589716
1.25,0.15,0.1,34.0,0.40144934908047947
1.25,0.15,0.1,35.0,0.6692777376701219
1.25,0.15,0.1,36.0,0.9757734556505218
1.25,0.15,0.1,37.0,0.822947790166412
1.25,0.15,0.1,38.0,0.9767209699143524
1.25,0.15,0.1,39.0,0.9828251563467966
1.25,0.15,0.1,40.0,0.7686095295007259
1.25,0.15,0.15,1.0,0.8385400003445671
1.25,0.15,0.15,2.0,0.5198785579689382
1.25,0.15,0.15,3.0,0.7475097622020205
1.25,0.15,0.15,4.0,0.25022735989374084
1.25,0.15,0.15,5.0,0.6647025616526642
1.25,0.15,0.15,6.0,0.9508571163611063
1.25,0.15,0.15,7.0,0.848803423230801
1.25,0.15,0.15,8.0,0.38097179678159365
1.25,0.15,0.15,9.0,0.0
1.25,0.15,0.15,10.0,0.7193357883260613
1.25,0.15,0.15,11.0,0.5500237219543224
1.25,0.15,0.15,12.0,0.7241356643592358
1.25,0.15,0.15,13.0,0.546292122043107
1.25,0.15,0.15,14.0,0.7456205380521578
1.25,0.15,0.15,15.0,0.6187322921961081
1.25,0.15,0.15,16.0,0.520427874658212
1.25,0.15,0.15,17.0,0.8033168920606066
1.25,0.15,0.15,18.0,0.8817599148383927
1.25,0.15,0.15,19.0,0.7033114207681747
1.25,0.15,0.15,20.0,0.9584689437877619
1.25,0.15,0.15,21.0,0.6890586094558121
1.25,0.15,0.15,22.0,0.8933719051954583
1.25,0.15,0.15,23.0,0.8860828191633402
1.25,0.15,0.15,24.0,0.9505606828478066
1.25,0.15,0.15,25.0,0.7454660952551511
1.25,0.15,0.15,26.0,0.8067811159425733
1.25,0.15,0.15,27.0,0.9317141678904196
1.25,0.15,0.15,28.0,0.9446137774942489
1.25,0.15,0.15,29.0,0.8490953227159173
1.25,0.15,0.15,30.0,0.9287430581136361
1.25,0.15,0.15,31.0,0.3210631045477642
1.25,0.15,0.15,32.0,0.296929007800604
1.25,0.15,0.15,33.0,0.7676273085977092
1.25,0.15,0.15,34.0,0.406711666295323
1.25,0.15,0.15,35.0,0.6881110405295615
1.25,0.15,0.15,36.0,0.9757736840708304
1.25,0.15,0.15,37.0,0.8185500179569581
1.25,0.15,0.15,38.0,0.9765570566593413
1.25,0.15,0.15,39.0,0.9830424094499817
1.25,0.15,0.15,40.0,0.7659766595587165
1.25,0.15,0.2,1.0,0.8406317650517867
1.25,0.15,0.2,2.0,0.5215476170057842
1.25,0.15,0.2,3.0,0.7444566130234709
1.25,0.15,0.2,4.0,0.25022735989374084
1.25,0.15,0.2,5.0,0.6815621380491843
1.25,0.15,0.2,6.0,0.9537180725556302
1.25,0.15,0.2,7.0,0.8858427962171175
1.25,0.15,0.2,8.0,0.38097179678159365
1.25,0.15,0.2,9.0,0.0
1.25,0.15,0.2,10.0,0.7402293439501273
1.25,0.15,0.2,11.0,0.5470699195165252
1.25,0.15,0.2,12.0,0.7414379324425027
1.25,0.15,0.2,13.0,0.529025074094171
1.25,0.15,0.2,14.0,0.745994257518465
1.25,0.15,0.2,15.0,0.6184488022432779
1.25,0.15,0.2,16.0,0.519717508643314
1.25,0.15,0.2,17.0,0.8050880086981449
1.25,0.15,0.2,18.0,0.8983998422174888
1.25,0.15,0.2,19.0,0.7055973277772911
1.25,0.15,0.2,20.0,0.9553754209842527
1.25,0.15,0.2,21.0,0.6941518193911733
1.25,0.15,0.2,22.0,0.8957132591408156
1.25,0.15,0.2,23.0,0.8930633334992848
1.25,0.15,0.2,24.0,0.9526445183940024
1.25,0.15,0.2,25.0,0.7474498898714524
1.25,0.15,0.2,26.0,0.8105648711316102
1.25,0.15,0.2,27.0,0.934377159503885
1.25,0.15,0.2,28.0,0.9439734302636328
1.25,0.15,0.2,29.0,0.8507614005473649
1.25,0.15,0.2,30.0,0.9310657951312282
1.25,0.15,0.2,31.0,0.32080830435856567
1.25,0.15,0.2,32.0,0.29664060779533236
1.25,0.15,0.2,33.0,0.7659682297064102
1.25,0.15,0.2,34.0,0.4128088126794693
1.25,0.15,0.2,35.0,0.6907395983384893
1.25,0.15,0.2,36.0,0.9762005596076788
1.25,0.15,0.2,37.0,0.8145978828201026
1.25,0.15,0.2,38.0,0.9767627834037111
1.25,0.15,0.2,39.0,0.9836038323532983
1.25,0.15,0.2,40.0,0.7731347990130122
1.25,0.25,0.0,1.0,0.8450699614776394
1.25,0.25,0.0,2.0,0.5153980812683872
1.25,0.25,0.0,3.0,0.7520433580975705
1.25,0.25,0.0,4.0,0.24887425298214708
1.25,0.25,0.0,5.0,0.6462165711045057
1.25,0.25,0.0,6.0,0.9445642364655921
1.25,0.25,0.0,7.0,0.8409116998230671
1.25,0.25,0.0,8.0,0.38097179678159365
1.25,0.25,0.0,9.0,0.0
1.25,0.25,0.0,10.0,0.6931609073728867
1.25,0.25,0.0,11.0,0.5416883026264163
1.25,0.25,0.0,12.0,0.7034571318889657
1.25,0.25,0.0,13.0,0.5620582503609186
1.25,0.25,0.0,14.0,0.747303165597573
1.25,0.25,0.0,15.0,0.606462947860482
1.25,0.25,0.0,16.0,0.5029818684874698
1.25,0.25,0.0,17.0,0.7954691604990203
1.25,0.25,0.0,18.0,0.8359107199365333
1.25,0.25,0.0,19.0,0.6413595822760642
1.25,0.25,0.0,20.0,0.9518247177414699
1.25,0.25,0.0,21.0,0.6684174528102292
1.25,0.25,0.0,22.0,0.8917185860753296
1.25,0.25,0.0,23.0,0.8593612233126571
1.25,0.25,0.0,24.0,0.9444950873970818
1.25,0.25,0.0,25.0,0.7287324864513544
1.25,0.25,0.0,26.0,0.7710368541035083
1.25,0.25,0.0,27.0,0.9181569309995851
1.25,0.25,0.0,28.0,0.9233187938628517
1.25,0.25,0.0,29.0,0.8609085656439569
1.25,0.25,0.0,30.0,0.9259160527027565
1.25,0.25,0.0,31.0,0.3171420575108752
1.25,0.25,0.0,32.0,0.3092549791904538
1.25,0.25,0.0,33.0,0.7744286751956799
1.25,0.25,0.0,34.0,0.42709358646877493
1.25,0.25,0.0,35.0,0.6656592815813008
1.25,0.25,0.0,36.0,0.9743324998383437
1.25,0.25,0.0,37.0,0.8255691878815992
1.25,0.25,0.0,38.0,0.9762949333415748
1.25,0.25,0.0,39.0,0.9822143853419965
1.25,0.25,0.0,40.0,0.7939101042661623
1.25,0.25,0.05,1.0,0.8328162338931695
1.25,0.25,0.05,2.0,0.5157894684164473
1.25,0.25,0.05,3.0,0.7435273925311547
1.25,0.25,0.05,4.0,0.24907519135494427
1.25,0.25,0.05,5.0,0.6475997609944877
1.25,0.25,0.05,6.0,0.9450432544202113
1.25,0.25,0.05,7.0,0.8432709319340762
1.25,0.25,0.05,8.0,0.38097179678159365
1.25,0.25,0.05,9.0,0.0
1.25,0.25,0.05,10.0,0.6936485776136259
1.25,0.25,0.05,11.0,0.5421521688626629
1.25,0.25,0.05,12.0,0.7054964870437428
1.25,0.25,0.05,13.0,0.5620582503609186
1.25,0.25,0.05,14.0,0.7474762923308935
1.25,0.25,0.05,15.0,0.6061836532243747
1.25,0.25,0.05,16.0,0.5041609503041603
1.25,0.25,0.05,17.0,0.7962677351351682
1.25,0.25,0.05,18.0,0.8384917608221709
1.25,0.25,0.05,19.0,0.6465612397584394
1.25,0.25,0.05,20.0,0.9522416410597765
1.25,0.25,0.05,21.0,0.6691825100128792
1.25,0.25,0.05,22.0,0.891757637861876
1.25,0.25,0.05,23.0,0.8589202761223863
1.25,0.25,0.05,24.0,0.9453106610856135
1.25,0.25,0.05,25.0,0.7288370246167493
1.25,0.25,0.05,26.0,0.7713295580526094
1.25,0.25,0.05,27.0,0.919543961525103
1.25,0.25,0.05,28.0,0.9235042986575646
1.25,0.25,0.05,29.0,0.8629384697308783
1.25,0.25,0.05,30.0,0.9250958009527179
1.25,0.25,0.05,31.0,0.31689873854420875
1.25,0.25,0.05,32.0,0.3046641194803202
1.25,0.25,0.05,33.0,0.7740691698140407
1.25,0.25,0.05,34.0,0.4170266784596908
1.25,0.25,0.05,35.0,0.6648510093716612
1.25,0.25,0.05,36.0,0.9747582855178898
1.25,0.25,0.05,37.0,0.8236674592796956
1.25,0.25,0.05,38.0,0.976418181450854
1.25,0.25,0.05,39.0,0.9823779832287763
1.25,0.25,0.05,40.0,0.7826307747128587
1.25,0.25,0.1,1.0,0.8340463158710751
1.25,0.25,0.1,2.0,0.5162105186144813
1.25,0.25,0.1,3.0,0.7436778106461959
1.25,0.25,0.1,4.0,0.24907519135494427
1.25,0.25,0.1,5.0,0.6477050370773519
1.25,0.25,0.1,6.0,0.9452898214489209
1.25,0.25,0.1,7.0,0.8438338811470881
1.25,0.25,0.1,8.0,0.38097179678159365
1.25,0.25,0.1,9.0,0.0
1.25,0.25,0.1,10.0,0.6926169786398049
1.25,0.25,0.1,11.0,0.5407937437165794
1.25,0.25,0.1,12.0,0.7115513624540765
1.25,0.25,0.1,13.0,0.5617479073914448
1.25,0.25,0.1,14.0,0.7473410168815001
1.25,0.25,0.1,15.0,0.6082862414153043
1.25,0.25,0.1,16.0,0.5055610094289823
1.25,0.25,0.1,17.0,0.7975929996139244
1.25,0.25,0.1,18.0,0.8402578874156293
1.25,0.25,0.1,19.0,0.6482362299126444
1.25,0.25,0.1,20.0,0.9522231363523159
1.25,0.25,0.1,21.0,0.6692509784899131
1.25,0.25,0.1,22.0,0.8920813325766024
1.25,0.25,0.1,23.0,0.8633776067741339
1.25,0.25,0.1,24.0,0.9452609662171282
1.25,0.25,0.1,25.0,0.7324658543923777
1.25,0.25,0.1,26.0,0.7716938445465066
1.25,0.25,0.1,27.0,0.9210446596461141
1.25,0.25,0.1,28.0,0.9238293172171254
1.25,0.25,0.1,29.0,0.8585877314504878
1.25,0.25,0.1,30.0,0.9268840388321503
1.25,0.25,0.1,31.0,0.31689873854420875
1.25,0.25,0.1,32.0,0.3019168290086175
1.25,0.25,0.1,33.0,0.7713110079735496
1.25,0.25,0.1,34.0,0.4052100245109848
1.25,0.25,0.1,35.0,0.6651921660991053
1.25,0.25,0.1,36.0,0.9753621726235429
1.25,0.25,0.1,37.0,0.8212732415431397
1.25,0.25,0.1,38.0,0.976583794597188
1.25,0.25,0.1,39.0,0.9827048965324845
1.25,0.25,0.1,40.0,0.7824504668403484
1.25,0.25,0.15,1.0,0.8357423972546797
1.25,0.25,0.15,2.0,0.5172077125932456
1.25,0.25,0.15,3.0,0.7470533412095532
1.25,0.25,0.15,4.0,0.25022735989374084
1.25,0.25,0.15,5.0,0.6643580967848349
1.25,0.25,0.15,6.0,0.9486111334703845
1.25,0.25,0.15,7.0,0.8801139110592794
1.25,0.25,0.15,8.0,0.38097179678159365
1.25,0.25,0.15,9.0,0.0
1.25,0.25,0.15,10.0,0.6903603286688444
1.25,0.25,0.15,11.0,0.5398121405246313
1.25,0.25,0.15,12.0,0.7130784160521314
1.25,0.25,0.15,13.0,0.5501896999734214
1.25,0.25,0.15,14.0,0.7468942535426554
1.25,0.25,0.15,15.0,0.6077533207207791
1.25,0.25,0.15,16.0,0.5045474637902848
1.25,0.25,0.15,17.0,0.798692380098369
